state,round,year,area,section,indicator,harmonized_indicator,value,data_flag,source
Meghalaya,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),54.94,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),54.41,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),30.77,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),40.08,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),34.8,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),27.51,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),30.26,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),29.29,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),49.91,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),59.65,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),50.15,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),61.57,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),64.97,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),64.36,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),52.95,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),61.03,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),55.54,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),59.28,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),58.58,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),58.84,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),50.21,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),56.08,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),54.67,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),42.17,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),42.01,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),42.07,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),51.5,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),55.38,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),53.56,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),55.35,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),59.05,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),57.77,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),66.17,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),67.83,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),67.36,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),50.5,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),50.65,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),50.62,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),45.61,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),40.98,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),42.42,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Urban,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),65.19,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Rural,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),74.8,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Total,,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Non-pregnant women anaemic (%),71.68,,NFHS-5 xls
India,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.72,,NFHS-5 xls
India,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.31,,NFHS-5 xls
India,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),52.15,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),55.54,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Andaman and Nicobar Islands,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),53.66,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),56.19,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),52.7,,NFHS-5 xls
Andhra Pradesh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),53.71,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),23.39,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),28.64,,NFHS-5 xls
Arunachal Pradesh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),27.86,,NFHS-5 xls
Assam,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),41.44,,NFHS-5 xls
Assam,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),55.9,,NFHS-5 xls
Assam,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.21,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),56.1,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),63.88,,NFHS-5 xls
Bihar,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),63.08,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Chandigarh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),38.76,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.75,,NFHS-5 xls
Chhattisgarh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),51.79,,NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),61.06,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),60.4,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Dadra & Nagar Haveli and Daman & Diu,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),60.66,,NFHS-5 xls
Goa,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),46.1,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Goa,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Goa,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),40.99,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Gujarat,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),55.59,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),66.44,,NFHS-5 xls
Gujarat,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),62.55,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.64,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),57.22,,NFHS-5 xls
Haryana,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),56.45,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),43.93,,NFHS-5 xls
Himachal Pradesh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),42.19,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.07,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.12,,NFHS-5 xls
Jammu and Kashmir,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.11,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.47,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),59.19,,NFHS-5 xls
Jharkhand,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),56.81,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),37.33,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),50.62,,NFHS-5 xls
Karnataka,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.73,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),35.44,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),27.14,,NFHS-5 xls
Kerala,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),31.42,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),67.52,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Ladakh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),80.84,,NFHS-5 xls
Ladakh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),78.07,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),22.3,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Lakshadweep,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),20.9,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.08,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.91,,NFHS-5 xls
Madhya Pradesh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),52.85,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.22,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),46.54,,NFHS-5 xls
Maharashtra,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.65,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),31.65,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),32.69,,NFHS-5 xls
Manipur,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),32.37,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),40.16,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.93,,NFHS-5 xls
Meghalaya,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.98,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),31.88,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),35.92,,NFHS-5 xls
Mizoram,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),34.0,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),22.27,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),22.11,,NFHS-5 xls
Nagaland,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),22.15,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),42.24,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
NCT of Delhi,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),42.18,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),59.49,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),62.16,,NFHS-5 xls
Odisha,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),61.81,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),35.2,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Puducherry,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),42.53,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),46.15,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.38,,NFHS-5 xls
Punjab,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),51.73,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),41.36,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),47.54,,NFHS-5 xls
Rajasthan,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),46.31,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),34.02,,NFHS-5 xls
Sikkim,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),40.73,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),42.6,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),53.12,,NFHS-5 xls
Tamil Nadu,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),48.25,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),50.4,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),54.38,,NFHS-5 xls
Telangana,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),53.17,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),62.08,Parenthesised estimate in source (small/unweighted sample),NFHS-5 xls
Tripura,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),61.3,,NFHS-5 xls
Tripura,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),61.5,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),37.09,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),47.92,,NFHS-5 xls
Uttar Pradesh,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),45.93,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),51.9,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),44.3,,NFHS-5 xls
Uttarakhand,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),46.37,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Urban,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),60.3,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Rural,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),62.99,,NFHS-5 xls
West Bengal,NFHS-5,2019-21,Total,,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),Pregnant women anaemic (%),62.26,,NFHS-5 xls
India,NFHS-5,2019-21,Urban,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),53.81,,NFHS-5 xls
India,NFHS-5,2019-21,Rural,,All women age 15-49 years who are anaemic22 (%),All women 15-49 anaemic (%),58.51,,NFHS-5 xls
