state,round,year,area,section,indicator,harmonized_indicator,value,data_flag,source
Himachal Pradesh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,35.9,,NFHS-4/3 sparse xlsx
Himachal Pradesh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Jammu and Kashmir,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,20.3,,NFHS-4/3 sparse xlsx
Jammu and Kashmir,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,18.3,,NFHS-4/3 sparse xlsx
Jammu and Kashmir,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,26.3,,NFHS-4/3 sparse xlsx
Jammu and Kashmir,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Manipur,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,10.7,,NFHS-4/3 sparse xlsx
Manipur,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.5,,NFHS-4/3 sparse xlsx
Manipur,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,14.9,,NFHS-4/3 sparse xlsx
Manipur,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Meghalaya,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,9.0,,NFHS-4/3 sparse xlsx
Meghalaya,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.1,,NFHS-4/3 sparse xlsx
Meghalaya,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,14.5,,NFHS-4/3 sparse xlsx
Meghalaya,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Mizoram,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,11.1,,NFHS-4/3 sparse xlsx
Mizoram,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.7,,NFHS-4/3 sparse xlsx
Mizoram,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,13.2,,NFHS-4/3 sparse xlsx
Mizoram,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Nagaland,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,1.6,,NFHS-4/3 sparse xlsx
Nagaland,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,1.4,,NFHS-4/3 sparse xlsx
Nagaland,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,2.1,,NFHS-4/3 sparse xlsx
Nagaland,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,12.8,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,14.4,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,9.5,,NFHS-4/3 sparse xlsx
Sikkim,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,8.4,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,9.0,,NFHS-4/3 sparse xlsx
Tripura,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,6.9,,NFHS-4/3 sparse xlsx
Tripura,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.3,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,16.6,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,24.4,,NFHS-4/3 sparse xlsx
Uttarakhand,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.1,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.0,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.2,,NFHS-4/3 sparse xlsx
Andaman and Nicobar Islands,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,50.5,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Chandigarh,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,20.7,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,26.8,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,12.7,,NFHS-4/3 sparse xlsx
Dadra and Nagar Haveli,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,19.4,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,23.6,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-4,2015-16,Urban,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,17.7,,NFHS-4/3 sparse xlsx
Daman and Diu,NFHS-3,2005-06,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-4,2015-16,Total,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,56.6,,NFHS-4/3 sparse xlsx
Lakshadweep,NFHS-4,2015-16,Rural,Maternity Care (for last birth in the 5 years before the survey),Children who received a health check after birth from a doctor/nurse/LHV/ANM/ midwife/other health personnel within 2 days of birth (%),,64.7,,NFHS-4/3 sparse xlsx
